odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,cestatus,ceapplicationcycle,siteid,sitename,sitestatus,siteapplicationcycle,countydistrictcode,cecounty,sitecounty,cestreetaddressline1,cestreetaddresscity,cestreetaddressstate,cestreetaddresszipcode,cemailingaddressline1,cemailingaddresscity,cemailingaddressstate,cemailingaddresszipcode,sitestreetaddressline1,sitestreetaddresscity,sitestreetaddressstate,sitestreetaddresszipcode,superintendentsalutation,superintendentfirstname,superintendentlastname,superintendenttitleposition,superintendentemail,superintendentphone,childnutdirsalutation,childnutdirfirstname,childnutdirlastname,childnutdirtitleposition,childnutdiremail,childnutdirphone,seamlesssummercontactsalutation,seamlesssummercontactfirstname,seamlesssummercontactlastname,seamlesssummercontacttitleposition,seamlesssummercontactemail,seamlesssummercontactphone,sitetype,sitestartdate,siteenddate,daysofoperation,mealservicetype,mealtypesserved,lunchtime,lunchdaysserved,geolocation,:@computed_region_ptpy_sh92,:@computed_region_59h5_km5p,:@computed_region_de3d_j5mj,:@computed_region_ji3u_dqif,:@computed_region_rk7b_wvzt,breakfasttime,breakfastdaysserved,cestreetaddressline2,cemailingaddressline2,siteterminationstatus,siteterminatedasofdate,sitestreetaddressline2,amsnacktime,amsnackdaysserved,suppertime,supperdaysserved,pmsnacktime,pmsnackdaysserved,ceterminationstatus,ceterminatedasofdate
00278-0043,2022-2023,SSOCONTACTS,00278,DUNCANVILLE ISD,Educational Institution,Public,10,2,Active,RENEWAL,0043,KENNEMER MIDDLE SCHOOL,Active,RENEWAL,057-907,DALLAS,DALLAS,710 S. Cedar Ridge Dr.,DUNCANVILLE,TX,75137-2316,6915 Cedar Ridge Dr.,Dallas,TX,75236-2204,7101 W Wheatland RD,DALLAS,TX,75249-1065,Mrs.,Maria,Zamora,Chief Operations Officer,mzamora@duncanvilleisd.org,9727082055,Mrs.,Tracey,Marcum,Director of Nutrition Services,TMarcum@duncanvilleisd.org,9727082328,Ms.,Tracey,Marcum,Child Nutrition Director,tmarcum@duncanvilleisd.org,9727082686,Open,2023-06-05T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-96.946883005, 32.649487016]}",111,46,16,30,23,7:30 AM - 8:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00276-0104,2022-2023,SSOCONTACTS,00276,DALLAS ISD,Educational Institution,Public,10,2,Active,RENEWAL,0104,WILLIAM M ANDERSON EL,Active,RENEWAL,057-905,DALLAS,DALLAS,9400 North Central Expressway.,DALLAS,TX,75231-5491,1515 Al Lipscomb Way,DALLAS,TX,75215-2632,620 N ST AUGUSTINE DR,DALLAS,TX,75217-4111,Ms.,Stephanie,Elizalde,Superintendent,selizalde@dallasisd.org,9729253700,Mr.,Michael,Rosenberger,Executive Director,MROSENBERGER@dallasisd.org,2149325502,,Susan,Rahaman,Lead Area Supervisor,srahaman@dallasisd.org,2149325551,Open,2023-05-30T00:00:00.000,2023-08-11T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",10:30 AM - 12:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-96.65559301, 32.722292018]}",107,46,16,32,16,8:00 AM - 9:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00202-0003,2022-2023,SSOCONTACTS,00202,PLANO ISD,Educational Institution,Public,10,2,Active,RENEWAL,0003,WILLIAMS H S,Active,RENEWAL,043-910,COLLIN,COLLIN,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,1717 17TH ST,PLANO,TX,75074-6414,Dr.,Theresa,Williams,Superintendent,theresa.williams@pisd.edu,4697528122,Mrs.,Ashley,Hipp,Food and Nutritional Services Director,ashley.hipp@pisd.edu,4697525791,Mrs.,Ashley,Hipp,Food and Nutritional Services Director,ashley.hipp@pisd.edu,4697525791,Open,2023-06-05T00:00:00.000,2023-06-28T00:00:00.000,"M,T,W,TH,F",Congregate,Lunch,12:30 PM - 1:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-96.68936001, 33.022672982]}",70,22,16,32,8,,,,,,,,,,,,,,,
00082-0118,2022-2023,SSOCONTACTS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,Active,RENEWAL,0118,DAVID CROCKETT EL,Active,RENEWAL,015-907,BEXAR,BEXAR,514 W. Quincy St.,SAN ANTONIO,TX,78212-5163,1270 W. Summit Avenue,SAN ANTONIO,TX,78201-5657,2215 MORALES ST,SAN ANTONIO,TX,78207-2599,Dr.,Jaime R.,Aquino,SUPERINTENDENT,jaquino1@saisd.net,2105542281,Mrs.,Jenny,Arredondo,Senior Executive Director,jarredondo3@saisd.net,2105542290,Ms.,Berta,Macat,Director of Compliance,bmacat@saisd.net,2105542290,Open,2023-06-08T00:00:00.000,2023-07-21T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:30 AM - 12:30 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-98.525561997, 29.433629005]}",116,44,16,35,26,7:30 AM - 8:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00274-0111,2022-2023,SSOCONTACTS,00274,CARROLLTON-FARMERS BRANCH,Educational Institution,Public,10,2,Active,RENEWAL,0111,THOMPSON ELEMENTARY,Active,RENEWAL,057-903,DALLAS,DALLAS,1445 N PERRY RD,CARROLLTON,TX,75006-6134,P O BOX 115186,CARROLLTON,TX,75011-5186,2915 SCOTT MILL RD,CARROLLTON,TX,75007-5321,Dr.,John,Chapman,SUPERINTENDENT,cfbinfo@cfbisd.edu,9729686100,Mrs.,Kristen,Hess,Director of Student Nutrition,hessk@cfbisd.edu,9729686389,Mrs.,Kristen,Hess,Director - Student Nutrition,hessk@cfbisd.edu,9729686389,Open,2023-06-05T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",10:45 AM - 11:45 AM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-96.880275038, 32.995063999]}",65,231,16,32,12,7:00 AM - 8:00 AM,"M, T, W, TH",,,,,,,,,,,,,
00670-0102,2022-2023,SSOCONTACTS,00670,VENUS ISD,Educational Institution,Public,11,2,Active,RENEWAL,0102,VENUS PRIMARY,Active,RENEWAL,126-908,JOHNSON,JOHNSON,100 Student Drive,VENUS,TX,76084-0364,401 South Hickory Street,VENUS,TX,76084-0364,102 Student Drive,Venus,TX,76084,Mr.,James,Hopper,Superintendent,james.hopper@venusisd.net,9723663448,Mrs.,Tina,McCormick,Child Nutrition Director,tina.mccormick@venusisd.net,9723663642,,Tina,McCormick,Child Nutrition Director,tina.mccormick@venusisd.net,9723663642,Open,2023-05-25T00:00:00.000,2023-06-23T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-97.098580029, 32.426271989]}",58,179,16,6,10,7:30 AM - 8:00 AM,"M, T, W, TH",,,,,,,,,,,,,
00363-0103,2022-2023,SSOCONTACTS,00363,MARLIN ISD,Educational Institution,Public,12,2,Active,RENEWAL,0103,MARLIN EL,Active,RENEWAL,073-903,FALLS,FALLS,678 Success Drive #B,MARLIN,TX,76661-2899,678 Success Drive #B,MARLIN,TX,76661-2899,602 Donohoo Street,Marlin,TX,76661,Dr.,Darryl,Henson,Superintendent,dhenson@marlinisd.org,2548833585,Ms.,Barbara,Brown,Child Nutrition Director,bbrown@marlinisd.org,2548032965,Ms.,Barbara,Brown,Child Nutrition Director,bbrown@marlinisd.org,2548032965,Open,2023-06-01T00:00:00.000,2023-06-30T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:00 AM - 1:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-96.880589264, 31.312039594]}",13,12,16,17,22,8:00 AM - 8:30 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00022-0102,2022-2023,SSOCONTACTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,Active,RENEWAL,0102,JOURDANTON ECC,Active,RENEWAL,007-902,ATASCOSA,ATASCOSA,200 ZANDERSON AVE,JOURDANTON,TX,78026-3045,200 ZANDERSON AVE,JOURDANTON,TX,78026-3045,101 LAGARDE,JOURDANTON,TX,78026,Dr.,TRACY,CANTER,SUPERINTENDENT,tcanter@jisdtx.us,8307693548,Ms.,Angelina,Balaszi,Business Manager,abalaszi@jisdtx.us,8307695412,Ms.,Natalia,Franco,Food Service Director,nfranco@jisdtx.us,8307693548,Open,2023-06-01T00:00:00.000,2023-06-30T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",12:00 PM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-98.542929187, 28.905753815]}",80,224,16,28,24,7:30 AM - 8:00 AM,"M, T, W, TH",,,,,,,,,,,,,
00050-1241,2022-2023,SSOCONTACTS,00050,TEMPLE ISD,Educational Institution,Public,12,2,Active,RENEWAL,1241,Temple Public Library,Active,RENEWAL,014-909,BELL,BELL,401 Santa Fe Way,TEMPLE,TX,76503-0788,P.O. BOX 788,TEMPLE,TX,76503-0788,100 W. Adams Ave,Temple,TX,76501,Dr.,Bobby,Ott,SUPERINTENDENT,bobby.ott@tisd.org,2542156760,Mr.,Ian,Vestal,Director of School Nutrition,ian.vestal@tisd.org,9793243231,Mr.,Ian,Vestal,Director of School Nutrition,ian.vestal@tisd.org,2542156536,Open,2023-06-01T00:00:00.000,2023-07-28T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",12:00 PM - 1:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-97.342198034, 31.098383018]}",55,120,16,31,24,8:30 AM - 9:30 AM,"M, T, W, TH, F",,,,,,,,,,,,,
01118-0103,2022-2023,SSOCONTACTS,01118,BRENHAM ISD,Educational Institution,Public,6,3,Active,RENEWAL,0103,KRAUSE ELEMENTARY SCHOOL,Active,RENEWAL,239-901,WASHINGTON,WASHINGTON,711 E MANSFIELD,BRENHAM,TX,77833-4732,P O BOX 1147,BRENHAM,TX,77834-1147,2201 E STONE,BRENHAM,TX,77833-5120,Mr.,Tylor,Chaplin,SUPERINTENDENT,tchaplin@brenhamk-12.net,9792773700,Mrs.,Kasandra,Davis,Child Nutrition Director,kdavis@brenhamk-12.net,9792773750,Mrs.,Kasandra,Davis,Child Nutrition Director,kdavis@brenhamk-12.net,9792773750,Open,2023-06-05T00:00:00.000,2023-07-28T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:00 AM - 1:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-96.371383041, 30.158913997]}",12,56,16,10,18,7:00 AM - 8:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00517-0041,2022-2023,SSOCONTACTS,00517,CYPRESS-FAIRBANKS ISD,Educational Institution,Public,4,3,Active,RENEWAL,0041,ARNOLD MIDDLE SCHOOL,Active,RENEWAL,101-907,HARRIS,HARRIS,10300 JONES RD,HOUSTON,TX,77065-4208,P O BOX 692003,HOUSTON,TX,77269-2003,11111 TELGE RD,CYPRESS,TX,77429-3390,Dr.,MARK,HENRY,SUPERINTENDENT,holly.reichert@cfisd.net,2818974077,Ms.,Carie,Hunter,Director,suzy.hunter@cfisd.net,2818974542,,Suzy,Hunter,Nutrition Services Director,suzy.hunter@cfisd.net,2818974535,Open,2023-06-05T00:00:00.000,2023-07-28T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",10:45 AM - 1:00 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-95.651955994, 29.942107019]}",130,121,16,38,7,7:00 AM - 8:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00083-0041,2022-2023,SSOCONTACTS,00083,SOUTH SAN ANTONIO ISD,Educational Institution,Public,20,4,Active,RENEWAL,0041,DWIGHT MIDDLE,Active,RENEWAL,015-908,BEXAR,BEXAR,1450 Gillette Blvd,SAN ANTONIO,TX,78224-2100,1450 Gillette Blvd,San Antonio,TX,78224-2100,2454 W. Southcross Blvd,San Antonio,TX,78211-1847,Mr.,Henry,Yzaguirre,Superintendent,henry.yzaguirre@southsanisd.net,2109777000,Mrs.,Debra,Rice,Child Nutrition Director,debra.rice@southsanisd.net,2109777525,Mrs.,Debra,Rice,Director of Child Nutrition,debra.rice@southsanisd.net,2109777525,Open,2023-06-06T00:00:00.000,2023-06-19T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 1:00 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-98.552014026, 29.368062992]}",117,44,16,20,19,7:15 AM - 9:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00527-0041,2022-2023,SSOCONTACTS,00527,PASADENA ISD,Educational Institution,Public,4,3,Active,RENEWAL,0041,BEVERLY HILLS INT,Active,RENEWAL,101-917,HARRIS,HARRIS,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,11111 Beamer Rd.,Houston,TX,77089,Dr.,Deeann,Powell,SUPERINTENDENT,dsmith@pasadenaisd.org,7137400000,Mrs.,Mary,Harryman,Director,mharryman@pasadenaisd.org,7137400097,Ms.,Mary,Harryman,Director,mharryman@pasadenaisd.org,7137400146,Open,2023-06-05T00:00:00.000,2023-06-16T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:15 AM - 12:45 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-95.227011021, 29.606925021]}",144,121,16,36,11,8:30 AM - 9:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
01020-0153,2022-2023,SSOCONTACTS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,Active,RENEWAL,0153,A M PATE EL,Active,RENEWAL,220-905,TARRANT,TARRANT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,3800 Anglin,Fort Worth,TX,76119,Ms.,Angelica,Ramsey,SUPERINTENDENT,karen.molinar@fwisd.org,8178141900,Ms.,Angela,Lowe,Assistant Director,angela.lowe@fwisd.org,8178143512,Ms.,Angela,Lowe,ASSISTANT DIRECTOR,angela.lowe@fwisd.org,8178143500,Open,2023-06-05T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-97.252674027, 32.707494019]}",95,190,16,33,10,8:00 AM - 8:20 AM,"M, T, W, TH",,,,,,,,,,,,,
00678-0001,2022-2023,SSOCONTACTS,00678,KENEDY ISD,Educational Institution,Public,3,4,Active,RENEWAL,0001,KENEDY HIGH SCHOOL,Active,RENEWAL,128-902,KARNES,KARNES,401 F M 719,KENEDY,TX,78119-2034,401 F M 719,Kenedy,TX,78119-2034,1302 Saint Marys,Kenedy,TX,78119,Dr.,Diana,Barrera-Ugarte,SUPERINTENDENT,dbarrera@kenedyisd.com,8305834100,Ms.,Jo Deen,Brown,Child Nutrition Director,jbrown@kenedyisd.com,8305834100,Ms.,Jo,Brown,Food Service Director,jbrown@kenedyisd.com,8305834100,Open,2023-05-29T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",12:00 PM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-97.848418969, 28.807081994]}",31,60,16,15,21,7:30 AM - 8:00 AM,"M, T, W, TH",,,,,Apt D,,,,,,,,
01068-0251,2022-2023,SSOCONTACTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,Active,RENEWAL,0251,ROSEDALE,Active,RENEWAL,227-901,TRAVIS,TRAVIS,4000 S IH 35 FRONTAGE RD,AUSTIN,TX,78704-7420,4000 S IH 35 FRONTAGE RD,AUSTIN,TX,78704-7420,7505 Silvercrest,Austin,TX,78757,Dr.,Stephanie S.,Elizalde,SUPERINTENDENT,superintendent@austinisd.org,5124141700,Ms.,Linley,Danner,"Interim Executive Director, Nutrition and Food Services",linley.danner@austinisd.org,5124140251,,Linley,Danner,Director of Operations,linley.danner@austinisd.org,5124140219,Open,2023-06-05T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 12:00 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-97.737695233, 30.353020006]}",49,247,16,37,14,8:00 AM - 8:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00751-0193,2022-2023,SSOCONTACTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,Active,RENEWAL,0193,ROY W ROBERTS EL,Active,RENEWAL,152-901,LUBBOCK,LUBBOCK,1628 19TH ST,LUBBOCK,TX,79401-4895,1628 19TH ST,LUBBOCK,TX,79401-4895,7901 AVE P,LUBBOCK,TX,79423,Dr.,Kathy,Rollo,SUPERINTENDENT,superintendent@lubbockisd.org,8062190070,Mr.,Steven,Martinez,Procurement Services Director,steven.martinez@lubbockisd.org,8062190260,,Steven,Martinez,Procurement Service Director,steven.martinez@lubbockisd.org,8062190260,Open,2023-06-05T00:00:00.000,2023-07-27T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:30 AM - 1:00 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-101.851948016, 33.521905003]}",84,38,16,19,28,7:45 AM - 8:45 AM,"M, T, W, TH",,,,,,,,,,,,,
00275-0003,2022-2023,SSOCONTACTS,00275,CEDAR HILL ISD,Educational Institution,Public,10,2,Active,RENEWAL,0003,CEDAR HILL COLLEGIATE H S,Active,RENEWAL,057-904,DALLAS,DALLAS,285 UPTOWN BLVD,CEDAR HILL,TX,75104-3526,285 UPTOWN BLVD,CEDAR HILL,TX,75104-3526,1515 W Beltline Rd,Cedar Hill,TX,75104-1603,Mr.,Caleb,Pape,Director of Purchasing and Contracts Management,caleb.pape@chisd.net,9722911581,Mr.,Caleb,Pape,Director of Purchasing and Contracts Management,caleb.pape@chisd.net,9722911581,Ms.,Beth,Gressett,CN Coordinator,beth.gressett@chisd.net,9722911581,Open,2023-06-05T00:00:00.000,2023-06-30T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",10:15 AM - 12:25 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-96.974038024, 32.59486999]}",109,46,16,30,23,8:00 AM - 8:30 AM,"M, T, W, TH, F",Buidling 300,Buidling 300,,,,,,,,,,,
00494-0041,2022-2023,SSOCONTACTS,00494,SOUTHWEST SCHOOLS,Educational Institution,Charter,4,3,Active,RENEWAL,0041,DISCOVERY MIDDLE,Active,RENEWAL,101-838,HARRIS,HARRIS,3333 BERING DR,HOUSTON,TX,77057-6718,3333 BERING DR,HOUSTON,TX,77057-6718,"6400 WESTPARK, SUITE 200",HOUSTON,TX,77054,Dr.,Felicia,Adams,SUPERINTENDENT,fadams@swschools.org,7137846345,Mrs.,Melissa,Nowicki,Director of Operations and Procurement,mnowicki@swschools.org,7137846345,Mrs.,Melissa,Nowicki,Executive Director of Business Services,mnowicki@swschools.org,7137846345,Open,2023-06-06T00:00:00.000,2023-06-30T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",12:15 PM - 12:35 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-95.499427987, 29.723743019]}",137,121,16,7,15,7:55 AM - 8:15 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00560-0101,2022-2023,SSOCONTACTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,Active,RENEWAL,0101,HORIZON MONTESSORI,Active,RENEWAL,108-802,HIDALGO,HIDALGO,2402 E BUSINESS 83,WESLACO,TX,78596-0519,2402 E BUSINESS 83,WESLACO,TX,78596-0519,320 N. Main,MCALLEN,TX,78501,Mr.,ALIM,ANSARI,SUPERINTENDENT,stet@gte.net,9569693092,,Jackie,Flores,Food Service Department Manager,jackie.flores@hmps.net,9569693092,,Enrique,Arteaga,CNP Manager,enrique.arteaga@hmps.net,9566310234,Open Restricted,2023-06-05T00:00:00.000,2023-07-31T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",11:00 AM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-98.233588961, 26.207104016]}",41,134,16,15,20,7:30 AM - 8:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00751-2826,2022-2023,SSOCONTACTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,Active,RENEWAL,2826,WIC Central,Active,RENEWAL,152-901,LUBBOCK,LUBBOCK,1628 19TH ST,LUBBOCK,TX,79401-4895,1628 19TH ST,LUBBOCK,TX,79401-4895,1946 Ave Q,Lubbock,TX,79411,Dr.,Kathy,Rollo,SUPERINTENDENT,superintendent@lubbockisd.org,8062190070,Mr.,Steven,Martinez,Procurement Services Director,steven.martinez@lubbockisd.org,8062190260,Mr.,Steven,Martinez,Procurement Service Director,steven.martinez@lubbockisd.org,8062190260,Open Restricted,2023-06-05T00:00:00.000,2023-06-22T00:00:00.000,"M,T,W,TH",Congregate,Lunch,11:30 AM - 12:30 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-101.85568601, 33.576046021]}",84,38,16,19,28,,,,,,,,,,,,,,,
00092-0001,2022-2023,SSOCONTACTS,00092,SOUTHSIDE ISD,Educational Institution,Public,20,4,Active,RENEWAL,0001,SOUTHSIDE H S,Active,RENEWAL,015-917,BEXAR,BEXAR,1460 MARTINEZ LOSOYA RD,SAN ANTONIO,TX,78221-9613,1460 MARTINEZ LOSOYA RD,SAN ANTONIO,TX,78221-9613,19190 us-281,San Antonio,TX,78221,Mr.,Rolando,Ramirez,SUPERINTENDENT,Rolando.Ramirez@southsideisd.org,2108821600,Mrs.,Juana,RAMIREZ,Child Nutrition Director,juana.ramirez@southsideisd.org,2108821625,Ms.,Juana,Ramirez,Director of Child Nutrition,juana.ramirez@southsideisd.org,2108821625,Open,2023-06-05T00:00:00.000,2023-07-06T00:00:00.000,"M,T,W,TH",Congregate,"Breakfast, Lunch",10:30 AM - 12:00 PM,"M, T, W, TH","{'type': 'Point', 'coordinates': [-98.475069535, 29.232952887]}",118,44,16,28,19,7:30 AM - 8:30 AM,"M, T, W, TH",,,,,,,,,,,,,
00091-0003,2022-2023,SSOCONTACTS,00091,JUDSON ISD,Educational Institution,Public,20,4,Active,RENEWAL,0003,JUDSON LEARNING ACADEMY,Active,RENEWAL,015-916,BEXAR,BEXAR,8012 SHIN OAK,LIVE OAK,TX,78233-2457,8012 SHIN OAK,LIVE OAK,TX,78233-2457,5441 Seguin Road,SAN ANTONIO,TX,78219,Dr.,Milton,Fields,SUPERINTENDENT,mfields@judsonisd.org,2109455100,Ms.,Cynthia,Sanchez,Director of Child Nutrition,csanchez@judsonisd.org,2109456720,,Cynthia,Sanchez,Executive Director of Child Nutrition,csanchez@judsonisd.org,2109456720,Open,2023-06-05T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:00 AM - 12:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-98.386949961, 29.469721983]}",120,44,16,35,19,7:30 AM - 8:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00513-0051,2022-2023,SSOCONTACTS,00513,ALDINE ISD,Educational Institution,Public,4,3,Active,RENEWAL,0051,PLUMMER MIDDLE,Active,RENEWAL,101-902,HARRIS,HARRIS,2520 W W Thorne Drive,HOUSTON,TX,77073-3301,2520 W W Thorne Drive,HOUSTON,TX,77073-3301,11429 Spears Road,Houston,TX,77067,Dr.,LaTonya,Goffney,SUPERINTENDENT,lmgoffney@aldineisd.org,2814491011,Mrs.,Susan,D'Amico,Executive Director,skdamico@aldineisd.org,2819856449,Mrs.,Susan,D'Amico,Exec Director,skdamico@aldineisd.org,2819856400,Open,2023-06-06T00:00:00.000,2023-06-29T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:10 AM - 11:40 AM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-95.438876029, 29.94798399]}",141,121,16,29,6,7:45 AM - 8:30 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00402-0044,2022-2023,SSOCONTACTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,Active,RENEWAL,0044,ELVA C LOBIT MIDDLE,Active,RENEWAL,084-901,GALVESTON,GALVESTON,2218 E. FM 517,DICKINSON,TX,77539-2026,P O DRAWER Z,DICKINSON,TX,77539-2026,1251 W FM 517,LEAGUE CITY,TX,77573,Mrs.,Carla,Voelkel,SUPERINTENDENT,cvoelkel@dickinsonisd.org,2812296000,Ms.,Laura,Peck,Director of Food and Nutrition Services,lpeck@dickinsonisd.org,2812296062,Ms.,Laura,Peck,Director,lpeck@dickinsonisd.org,2812296062,Open,2023-08-21T00:00:00.000,2023-08-21T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",1:00 PM - 1:30 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-95.101470308, 29.43913715]}",24,124,16,14,11,9:00 AM - 9:30 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00693-0001,2022-2023,SSOCONTACTS,00693,KERRVILLE ISD,Educational Institution,Public,20,4,Active,RENEWAL,0001,TIVY H S,Active,RENEWAL,133-903,KERR,KERR,1009 BARNETT ST,KERRVILLE,TX,78028-4614,1009 BARNETT ST,KERRVILLE,TX,78028-4614,3250 LOOP 534,KERRVILLE,TX,78028-2698,Dr.,Mark,Foust,SUPERINTENDENT,mark.foust@kerrvilleisd.net,8302572200,Mr.,Jarrett,Jachade,Assistant Superintendent Business Services,jarrett.jachade@kerrvilleisd.net,8302572200,Mrs.,Christy,Rynearson,Administrative Assisatant,christy.rynearson@kerrvilleisd.net,8302572215,Open,2023-05-31T00:00:00.000,2023-06-30T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:30 AM - 12:30 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-99.109055027, 30.037332019]}",53,135,16,21,24,7:30 AM - 8:15 AM,"M, T, W, TH, F",,,,,,,,,,,,,
00571-0116,2022-2023,SSOCONTACTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,Active,RENEWAL,0116,DANIEL RAMIREZ EL,Active,RENEWAL,108-909,HIDALGO,HIDALGO,601 E KELLY,PHARR,TX,78577-1615,P O BOX 1150,PHARR,TX,78577-1615,1920 N HIBISCUS,PHARR,TX,78577-7201,Dr.,Alejandro,Elias,SUPERINTENDENT,dr.elias@psjaisd.us,9563542009,Mr.,Juan,Contreras,Administrator for CNP,juan.contreras@psjaisd.us,9567848545,Mr.,Juan,Contreras,Administrator for CNP,juan.contreras@psjaisd.us,9567848545,Open,2023-06-05T00:00:00.000,2023-08-18T00:00:00.000,"M,T,W,TH,F",Congregate,"Breakfast, Lunch",11:00 AM - 1:00 PM,"M, T, W, TH, F","{'type': 'Point', 'coordinates': [-98.189427982, 26.215322011]}",40,134,16,15,20,7:00 AM - 9:00 AM,"M, T, W, TH, F",,,,,,,,,,,,,
